Date,AAPL,MSFT,GOOGL,AMZN,META,NVDA,JPM,BAC,WFC,XOM,CVX,JNJ,PFE,PG,KO,DIS,NFLX,TSLA,INTC,CSCO,V,V,MA,HD,NKE,T,T,VZ,IBM,ORCL,PEP,MCD
2020-01-02,,,,,,,,,,,,,,,,,,,,,183.54905700683594,43.34949493408203,,,,28.68400001525879,19.206356048583984,,,,,
2020-01-03,,,,,,,,,,,,,,,,,,,,,182.08929443359375,42.887943267822266,,,,29.534000396728516,19.305204391479492,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,,,,181.69557189941406,42.79563903808594,,,,30.1026668548584,19.32497787475586,,,,,
2020-01-07,,,,,,,,,,,,,,,,,,,,,181.21533203125,42.31989669799805,,,,31.270666122436523,19.39911651611328,,,,,
2020-01-08,,,,,,,,,,,,,,,,,,,,,184.3173828125,42.398006439208984,,,,32.80933380126953,19.45842742919922,,,,,
2020-01-09,,,,,,,,,,,,,,,,,,,,,185.59474182128906,42.222225189208984,,,,32.089332580566406,19.51802635192871,,,,,
2020-01-10,,,,,,,,,,,,,,,,,,,,,186.09414672851562,42.32267379760742,,,,31.876667022705078,19.402326583862305,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,,,,187.59226989746094,42.437461853027344,,,,34.990665435791016,19.165895462036133,,,,,
2020-01-14,,,,,,,,,,,,,,,,,,,,,188.28379821777344,42.358543395996094,,,,35.861331939697266,19.160863876342773,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,,,191.88523864746094,42.40159225463867,,,,34.56666564941406,19.050193786621094,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,,,192.98968505859375,42.810543060302734,,,,34.232666015625,19.130680084228516,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,,,196.59112548828125,43.14057540893555,,,,34.03333282470703,19.306747436523438,,,,,
2020-01-21,,,,,,,,,,,,,,,,,,,,,199.07847595214844,43.276885986328125,,,,36.47999954223633,19.37717628479004,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,,,199.66436767578125,43.39168167114258,,,,37.97066879272461,19.638755798339844,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,198.3390350341797,43.41320037841797,,,,38.14666748046875,19.43250846862793,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,196.87925720214844,43.24818420410156,,,,37.654666900634766,19.36711311340332,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,193.70037841796875,42.98272705078125,,,,37.201332092285156,19.241355895996094,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,194.81442260742188,43.54951477050781,,,,37.793331146240234,19.4073543548584,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,196.7447967529297,42.7100944519043,,,,38.732666015625,18.637699127197266,,,,,
