Date,AAPL,MSFT,AMZN,GOOGL,META
2020-02-03,74.54550170898438,165.8804473876953,100.20999908447266,73.6222152709961,202.93894958496094
2020-02-04,77.00650024414062,171.3406524658203,102.4834976196289,71.77545928955078,208.54440307617188
2020-02-05,77.63444519042969,171.1314239501953,101.99349975585938,71.80724334716797,208.82266235351562
2020-02-06,78.54254150390625,174.67955017089844,102.5114974975586,73.2929916381836,209.55813598632812
2020-02-07,77.47493743896484,174.92689514160156,103.96399688720703,73.44891357421875,211.02908325195312
2020-02-10,77.84290313720703,179.50245666503906,106.69550323486328,74.91630554199219,211.75457763671875
2020-02-11,77.37322998046875,175.45010375976562,107.54000091552734,74.9858169555664,205.92056274414062
2020-02-12,79.21066284179688,175.70693969726562,108.0,75.41138458251953,209.46868896484375
2020-02-13,78.64665222167969,174.75570678710938,107.49349975585938,75.15117645263672,211.8341064453125
2020-02-14,78.66600036621094,176.31578063964844,106.74349975585938,75.41633605957031,212.86773681640625
2020-02-17,78.66600036621094,176.31578063964844,106.74349975585938,75.41633605957031,212.86773681640625
2020-02-18,77.22557067871094,178.1041259765625,107.78350067138672,75.45160675048828,216.46554565429688
2020-02-19,78.3440170288086,178.63829040527344,108.51100158691406,75.72123718261719,216.157470703125
2020-02-20,77.54029846191406,175.91029357910156,107.65499877929688,75.3299331665039,213.26528930664062
2020-02-21,75.78514099121094,170.34925842285156,104.79850006103516,73.6649169921875,208.8922119140625
2020-02-24,72.18535614013672,163.0045623779297,100.4645004272461,70.5067138671875,199.49020385742188
2020-02-25,69.74024963378906,160.31466674804688,98.63700103759766,68.84119415283203,195.56439208984375
2020-02-26,70.84660339355469,162.3177947998047,98.97949981689453,69.04727172851562,195.9917755126953
2020-02-27,66.2154769897461,150.8810577392578,94.21499633789062,65.29713439941406,188.58738708496094
2020-02-28,66.1767578125,154.53433227539062,94.1875,66.50381469726562,191.29075622558594
2020-03-02,72.33787536621094,164.81689453125,97.69750213623047,68.84119415283203,195.23643493652344
2020-03-03,70.04047393798828,156.91897583007812,95.44950103759766,66.4278335571289,184.7510528564453
2020-03-04,73.28925323486328,162.68028259277344,98.79149627685547,68.60681915283203,190.5850830078125
2020-03-05,70.91195678710938,158.5977325439453,96.20149993896484,65.2876968383789,184.0354766845703
2020-03-06,69.9702377319336,154.11463928222656,95.05449676513672,64.34322357177734,179.98049926757812
2020-03-09,64.4361572265625,143.6698760986328,90.03050231933594,60.37309646606445,168.4615020751953
2020-03-10,69.07694244384766,153.49462890625,94.59100341796875,63.3217658996582,177.09823608398438
2020-03-11,66.67787170410156,146.54098510742188,91.04299926757812,60.130271911621094,169.1969757080078
2020-03-12,60.0931282043457,132.64329528808594,83.83049774169922,55.196800231933594,153.52357482910156
2020-03-13,67.29278564453125,151.50099182128906,89.25,60.29762268066406,169.2366943359375
2020-03-16,58.63575744628906,129.1712646484375,84.4574966430664,53.282508850097656,145.1154022216797
2020-03-17,61.2139892578125,139.80679321289062,90.39199829101562,55.52007293701172,148.50450134277344
2020-03-18,59.7154655456543,133.9214630126953,91.5,54.1857795715332,146.05958557128906
2020-03-19,59.257930755615234,136.12489318847656,94.04650115966797,55.202762603759766,152.19178771972656
2020-03-20,55.49589920043945,131.01223754882812,92.30449676513672,53.04465103149414,148.81260681152344
2020-03-23,54.31694793701172,129.7054443359375,95.1415023803711,52.34546661376953,147.19259643554688
2020-03-24,59.766300201416016,141.49508666992188,97.00499725341797,56.11347961425781,159.99368286132812
2020-03-25,59.43706512451172,140.140625,94.29199981689453,54.703704833984375,155.25294494628906
2020-03-26,62.56481170654297,148.90655517578125,97.77449798583984,57.747711181640625,162.33920288085938
2020-03-27,59.97449493408203,142.79237365722656,95.00499725341797,55.13274383544922,155.829345703125
